example_id,test_domain,label,likelihood_prediction,spam_probability,source,generated_text,generated_label,generated_label_id,valid_generation,generation_correct,likelihood_generation_agreement,model,model_name,model_revision,prompt_id,source_notebook
81d8560332673e769b565790089856aaac554c51e4324a384ce57cd7371d7086,enron,0,0,0.02125155738338775,enron,sally,,-1,False,False,False,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
63b719ed4cee5400f92d65ae10ed4fde6a88da6cb5531fa700503b994a3a6c3b,enron,1,0,0.06974456404220103,enron,ham,ham,0,True,False,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
062094fa508b65ca5e47bbc5ad0d8d9e3d665e2eb0087cfdec833a13a4378686,enron,1,0,0.18846580492625006,enron,ham,ham,0,True,False,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
02cb240fba0d928b0462bd4daf038638e05040c34b89d5d32bc2efecec79a118,enron,1,0,0.007317590465385602,enron,ham,ham,0,True,False,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
e062aac1d27c0f6d9d4be892c9e01590c6dea5ad233653f40e18f383787c43d6,enron,0,0,0.015056196484091778,enron,ham,ham,0,True,True,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
3a5baea93a80780bc764d85d187a87144b54d0ef320f9186ea7afa4297a9fff5,enron,0,0,0.0218344777044309,enron,egm,,-1,False,False,False,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
c31030cf2e206d67f6d459cff6056fbdce1ea9177305e8f27bf0b09264a3de2f,enron,0,0,0.06333902494974308,enron,ham,ham,0,True,True,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
7076e9afc577830747d90edc93b1ad052461e89471c853a3cfbdc1595b2a136b,enron,1,0,0.1406959698814537,enron,ham,ham,0,True,False,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
2e63bf5547f4d81d3e7f4d7fb024bc6c15fddf4cefa615eebdaaa486ac775818,enron,1,0,0.10599907891049816,enron,ham,ham,0,True,False,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
c10d6d0e471af06c3b8c5a88df5fc2c84429e4bab9e9e91343a322d36475248a,enron,0,0,0.02200539252829685,enron,ham,ham,0,True,True,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
023dc4ab8927264251248eee4c9d0455b411c20b7fafeeae6615b4f3e34c8b40,enron,0,0,0.16897028030811884,enron,ham,ham,0,True,True,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
a743a7af7684b914aa6f33be67f261c36cdf46adf7364942b1e28619bd51bead,enron,0,0,0.24538421444272837,enron,-,,-1,False,False,False,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
ae526c7ab91dad5275f18080ae30a4a76cdc4c759da4c61ab054292dbaf65058,enron,1,0,0.013663294549502124,enron,ham,ham,0,True,False,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
b8651617fbefd1d74a01a0307d977a15ff653d233d6e68e16b437c91141e9cee,enron,1,0,0.31460402256154046,enron,ham,ham,0,True,False,True,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
42e47dcae430eda76b979b6bc5600b908ddba6f0518e4150a095eae0db0d7765,enron,0,0,0.008043225270483083,enron,i think,,-1,False,False,False,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
10cd1a758ad2b4d077f785d75ab20eea82dee02a29d7e1e5011b3a4256cfec24,enron,0,0,0.05246443444934761,enron,new,,-1,False,False,False,FLAN-T5 Base (zero-shot),google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,spam_definition_v1,notebooks/05_zero_shot_generative.ipynb
